"9","597664024","Martin","Michael","UG","4","SO","DEF2","A","RE","michael.m.martin@fakeu.edu"
"10","847907428","Kent","Nicholas","UG","4","JR","O224","F","RE","nicholas.n.kent@fakeu.edu"
"11","459213224","Anderson","Mason","UG","4","JR","O174","F","RE","mason.j.anderson@fakeu.edu"
"12","178405928","Hansen","Ariana","UG","4","JR","OT39","B","RE","ariana.s.hansen@fakeu.edu"
"13","297291687","Hammond","Luis","UG","4","SO","OTH8","B","RE","luis.g.hammond@fakeu.edu"
"14","151974915","Adams","Daniel","UG","4","SO","O239","B+","RE","daniel.a.adams1@fakeu.edu"
"15","802682597","Evans","David","UG","4","SO","OT35","C","RE","david.a.evans@fakeu.edu"
"16","782758765","Hubbard","Mason","UG","4","JR","O174","A","RE","mason.a.hubbard@fakeu.edu"
"17","763788246","Avila","Zoey","UG","4","JR","OT16","B","RE","zoey.m.avila@fakeu.edu"
"18","777394550","Torres","Matthew","UG","4","SO","O174","D-","RE","matthew.s.torres@fakeu.edu"
"19","153046842","Barrett","Maria","UG","4","SO","OT64","D-","RE","maria.t.barrett@fakeu.edu"
"20","612765885","Cox","Jacob","UG","4","JR","OT68","F","RE","jacob.s.cox@fakeu.edu"
"21","285373969","Frazier","Anthony","UG","4","SO","OT68","A","RE","anthony.v.frazier@fakeu.edu"
"22","338661094","Norton","Delilah","UG","4","SO","ABC1","B-","RE","delilah.a.norton@fakeu.edu"
"23","142548657","Moore","Maria","UG","4","SO","OTH7","A-","RE","maria.s.moore@fakeu.edu"
"24","106795344","Bray","Elijah","UG","4","FR","O232","C-","RE","elijah.i.bray@fakeu.edu"
"25","795589567","Walker","Camila","UG","4","FR","OTH6","B+","RE","camila.v.walker1@fakeu.edu"
"26","938838248","Rogers","Mateo","UG","4","SO","OT26","A","RE","mateo.l.rogers@fakeu.edu"
"27","170758861","Castillo","Mateo","UG","4","SO","OT54","A","RE","mateo.t.castillo@fakeu.edu"
"28","942108625","Palmer","Avery","UG","4","SO","OT16","C","RE","avery.a.palmer@fakeu.edu"
"29","442360485","Wilson","Aaron","UG","4","SO","O224","A","RE","aaron.s.wilson1@fakeu.edu"
"30","430754304","Allen","Melody","UG","4","SO","OT35","A","RE","melody.a.allen@fakeu.edu"
"31","165893784","Cooper","William","UG","4","SO","OT21","A-","RE","william.b.cooper@fakeu.edu"
"32","486339324","Avila","Gianna","UG","4","FR","OT42","D","RE","gianna.r.avila@fakeu.edu"
"33","812128492","Chavez","Ashley","UG","4","FR","OT68","C+","RE","ashley.j.chavez@fakeu.edu"
"34","838563421","Hunter","Natalie","UG","4","SO","OT26","B","RE","natalie.r.hunter@fakeu.edu"
"35","565582548","Burt","Adam","UG","4","JR","ABC1","B","RE","adam.j.burt@fakeu.edu"
"36","939216963","Dean","Jasmine","UG","4","JR","OTH8","A-","RE","jasmine.a.dean@fakeu.edu"
"37","331398597","Padilla","Logan","UG","4","JR","ABC1","D+","RE","logan.o.padilla@fakeu.edu"
"38","712450865","Garcia","Dylan","UG","4","SO","ABC1","C-","RE","dylan.m.garcia@fakeu.edu"
"39","551774030","Jones","Ayden","UG","4","JR","OTH8","B","RE","ayden.i.jones@fakeu.edu"
"40","259710310","Nolan","Jack","UG","4","JR","O239","B+","RE","jack.j.nolan@fakeu.edu"
"41","802866183","Moore","Jayden","UG","4","JR","O224","D","RE","jayden.j.moore@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"50660","201201","ABC","106","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","11:00 AM - 11:50 AM","TB2","110"
"","Discussion","W","3:10 PM - 4:00 PM","MB5","1356"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","701072555","Davis","Emma","UG","4","SR","ABC1","A","RE","emma.l.davis@fakeu.edu"
"2","165971320","Noel","Logan","UG","4","SO","DEF2","B+","RE","logan.j.noel@fakeu.edu"
"3","156622028","Campbell","Carlos","UG","4","SO","ABC1","A","RE","carlos.c.campbell@fakeu.edu"
"4","490158023","Hill","Evan","UG","4","SR","DEF1","F","RE","evan.r.hill@fakeu.edu"
"5","694421204","Burnett","Ethan","UG","4","JR","OT67","F","RE","ethan.a.burnett@fakeu.edu"
"6","492260006","Reed","Valentina","UG","4","JR","ABC1","C-","RE","valentina.b.reed@fakeu.edu"
"7","654338313","Fisher","Mia","UG","4","JR","ABC2","B","RE","mia.a.fisher@fakeu.edu"
"8","195290291","Savage","Noah","UG","4","SO","DEF2","C-","RE","noah.a.savage@fakeu.edu"
"9","325866670","Smith","Benjamin","UG","4","SO","DEF1","A","RE","benjamin.a.smith1@fakeu.edu"
"10","916535513","Cook","Olivia","UG","4","SO","ABC2","A","RE","olivia.q.cook@fakeu.edu"
"11","731972286","Ingram","Jorge","UG","4","FR","ABC2","A","RE","jorge.j.ingram@fakeu.edu"
"12","805883413","Robinson","Vincent","UG","4","SO","DEF2","B+","RE","vincent.j.robinson@fakeu.edu"
"13","159011875","Rodgers","Elijah","UG","4","FR","ABC1","B-","RE","elijah.e.rodgers@fakeu.edu"
"14","669227706","Matthews","Angel","UG","4","FR","ABC2","A","RE","angel.j.matthews@fakeu.edu"
"15","175251576","Harris","Anthony","UG","4","FR","DEF2","B-","RE","anthony.n.harris@fakeu.edu"
"16","194576061","Bailey","Justin","UG","4","SO","ABC2","C+","RE","justin.l.bailey@fakeu.edu"
"17","625461678","Floyd","Elijah","UG","4","SO","DEF1","A","RE","elijah.d.floyd@fakeu.edu"
"18","898111709","Barron","Melanie","UG","4","FR","ABC1","B-","RE","melanie.l.barron@fakeu.edu"
"19","450949123","Watson","Jordan","UG","4","FR","ABC1","C","RE","jordan.l.watson@fakeu.edu"
"20","738169740","Jones","Arianna","UG","4","SO","ABC1","A","RE","arianna.j.jones@fakeu.edu"
"21","710194963","Anderson","Natalia","UG","4","FR","ABC2","C+","RE","natalia.a.anderson@fakeu.edu"
"22","548841493","Bennett","Kaylee","UG","4","SO","ABC1","B+","RE","kaylee.j.bennett@fakeu.edu"
"23","726660063","Moore","Matthew","UG","4","FR","ABC2","A","RE","matthew.l.moore@fakeu.edu"
"24","400081575","Sandoval","Jordan","UG","4","FR","ABC1","F","RE","jordan.d.sandoval@fakeu.edu"
"25","900415777","Salas","Jacob","UG","4","JR","OT16","A","RE","jacob.s.salas@fakeu.edu"
"26","172156066","Garcia","Isaac","UG","4","SR","O174","A","RE","isaac.n.garcia@fakeu.edu"
"27","173506260","Riley","Isaac","UG","4","SR","ABC2","C","RE","isaac.s.riley@fakeu.edu"
"28","370904420","Wall","Mason","GR","4","GM","O218","A","RE","mason.h.wall@fakeu.edu"
"29","406370599","Foster","Alexander","UG","4","JR","DEF2","B-","RE","alexander.n.foster@fakeu.edu"
"30","933964959","Cruz","Ava","UG","4","JR","OT26","C+","RE","ava.m.cruz@fakeu.edu"
"31","437281029","Weber","Melanie","UG","4","SR","O174","F","RE","melanie.b.weber@fakeu.edu"
"32","163352097","Miller","Levi","UG","4","SR","OT39","A","RE","levi.s.miller@fakeu.edu"
"33","856606776","Graham","Luis","UG","4","JR","OT35","D","RE","luis.s.graham@fakeu.edu"
"34","504442305","Barton","Zoey","UG","4","SO","ABC2","A","RE","zoey.e.barton@fakeu.edu"
"35","861658590","Edwards","Alan","UG","4","FR","O225","A-","RE","alan.a.edwards@fakeu.edu"
"36","465243846","Wilson","Evan","UG","4","SR","OTH8","F","RE","evan.l.wilson@fakeu.edu"
"37","213636576","Reeves","Emily","UG","4","SO","OT48","D","RE","emily.a.reeves@fakeu.edu"
"38","576570467","Hopkins","Xavier","UG","4","JR","O278","C+","RE","xavier.v.hopkins@fakeu.edu"
"39","166724580","Vance","Elias","UG","4","SR","O174","F","RE","elias.l.vance@fakeu.edu"
"40","871737795","Carr","Liam","UG","4","FR","ABC2","F","RE","liam.a.carr@fakeu.edu"
"41","842498097","Maxwell","Gianna","UG","4","FR","O232","B+","RE","gianna.e.maxwell@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"13273","201201","ABC","106","4","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Discussion","W","9:00 AM - 9:50 AM","LH5","40"
"","Lecture","MWF","11:00 AM - 11:50 AM","TB2","110"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","382072694","Jenkins","Alex","UG","4","SO","ABC1","B","RE","alex.l.jenkins@fakeu.edu"
"2","448409818","Smith","Katherine","UG","4","SO","ABC2","A","RE","katherine.a.smith@fakeu.edu"
"3","679725577","Bates","Mia","UG","4","SR","ABC1","B","RE","mia.j.bates@fakeu.edu"
"4","311206733","Carson","Anthony","UG","4","JR","ABC1","B-","RE","anthony.r.carson@fakeu.edu"
"5","424504733","Ellis","Joshua","UG","4","JR","DEF2","C+","RE","joshua.a.ellis@fakeu.edu"
"6","353982281","Gonzalez","Matthew","UG","4","JR","DEF2","B","RE","matthew.k.gonzalez@fakeu.edu"
"7","628545735","Strickland","Aubrey","UG","4","SO","DEF1","F","RE","aubrey.n.strickland@fakeu.edu"
"8","168773759","Bennett","Evelyn","UG","4","FR","ABC1","C-","RE","evelyn.a.bennett@fakeu.edu"
"9","802533346","Perry","Ximena","UG","4","SO","ABC1","C","RE","ximena.a.perry@fakeu.edu"
"10","149105177","Greene","Ava","UG","4","FR","DEF2","C","RE","ava.y.greene@fakeu.edu"
"11","414881399","Rivera","Jonathan","UG","4","FR","ABC1","A","RE","jonathan.b.rivera@fakeu.edu"
"12","162397728","Hayes","Victoria","UG","4","SO","ABC2","C","RE","victoria.s.hayes@fakeu.edu"
"13","292862758","Simmons","Thomas","UG","4","FR","ABC2","B","RE","thomas.r.simmons@fakeu.edu"
"14","742673973","Rollins","Mateo","UG","4","SO","DEF1","A","RE","mateo.c.rollins@fakeu.edu"
"15","531694565","Willis","Julian","UG","4","SO","ABC1","F","RE","julian.j.willis@fakeu.edu"
"16","731468943","Savage","Harper","UG","4","SO","ABC1","A+","RE","harper.b.savage@fakeu.edu"
"17","112625964","Snider","Olivia","UG","4","SO","DEF2","A","RE","olivia.a.snider@fakeu.edu"
"18","827774728","Thomas","Scarlett","UG","4","FR","ABC2","B+","RE","scarlett.s.thomas@fakeu.edu"
"19","904668063","Rojas","Emily","UG","4","SO","ABC1","A","RE","emily.j.rojas@fakeu.edu"
"20","898002710","Kane","Diego","UG","4","FR","ABC1","F","RE","diego.v.kane@fakeu.edu"
"21","330796700","Richardson","Alejandro","UG","4","SO","ABC1","B","RE","alejandro.g.richardson@fakeu.edu"
"22","312039568","West","Sophia","UG","4","SO","ABC2","A","RE","sophia.r.west@fakeu.edu"
"23","912364993","Parrish","Natalie","UG","4","FR","ABC2","B","RE","natalie.d.parrish@fakeu.edu"
"24","810725694","Humphrey","Daniel","UG","4","FR","DEF2","B","RE","daniel.j.humphrey@fakeu.edu"
"25","871440528","Barrett","Andrew","UG","4","SO","ABC2","A","RE","andrew.i.barrett@fakeu.edu"
"26","816341828","Parks","Michael","UG","4","FR","DEF2","B","RE","michael.d.parks@fakeu.edu"
"27","206513846","Price","Jacob","UG","4","SR","O278","A","RE","jacob.s.price@fakeu.edu"
"28","556134193","O'neal","Mia","UG","4","JR","OTH8","A","RE","mia.a.o'neal@fakeu.edu"
"29","142966686","Fletcher","Angel","UG","4","SO","OT16","F","RE","angel.e.fletcher@fakeu.edu"
"30","438806604","Reeves","Logan","UG","4","SR","OTH7","F","RE","logan.s.reeves@fakeu.edu"
"31","408257449","Hernandez","Olivia","UG","4","JR","OT42","F","RE","olivia.k.hernandez@fakeu.edu"
"32","144220187","George","Brandon","UG","4","SO","OT60","F","RE","brandon.a.george@fakeu.edu"
"33","829228457","Lopez","Joseph","UG","4","JR","O232","B","RE","joseph.e.lopez@fakeu.edu"
"34","664118074","Mitchell","Ava","UG","4","SO","OTH8","B","RE","ava.a.mitchell1@fakeu.edu"
"35","287723681","Lloyd","Bryan","UG","4","JR","O237","A-","RE","bryan.e.lloyd@fakeu.edu"
"36","999788500","Holcomb","Bella","UG","4","JR","ABC2","C+","RE","bella.n.holcomb@fakeu.edu"
"37","410405691","Woods","Matthew","UG","4","JR","OTH8","B+","RE","matthew.n.woods@fakeu.edu"
"38","775646400","Rodriguez","Julia","UG","4","SO","O239","C+","RE","julia.a.rodriguez@fakeu.edu"
"39","278489128","Alexander","Emily","UG","4","JR","OTH6","A-","RE","emily.v.alexander@fakeu.edu"
"40","381383408","Gardner","Andrew","UG","4","SO","O283","C-","RE","andrew.x.gardner@fakeu.edu"
"41","941910909","Bradford","Elizabeth","UG","4","SO","O223","A","RE","elizabeth.d.bradford@fakeu.edu"
"42","255964009","Gray","Levi","UG","4","SO","OT21","F","RE","levi.l.gray@fakeu.edu"
"43","693242521","Cook","Jeremiah","UG","4","JR","O232","F","RE","jeremiah.l.cook1@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"30920","201201","ABC","106","5","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Discussion","F","10:00 AM - 10:50 AM","LH5","33"
"","Lecture","MWF","11:00 AM - 11:50 AM","TB2","110"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","103239823","Anderson","Bryan","UG","4","SO","ABC1","A","RE","bryan.g.anderson@fakeu.edu"
"2","937205927","Bates","Sophia","UG","4","SR","DEF1","B","RE","sophia.d.bates@fakeu.edu"
"3","249922651","Reese","Jayden","UG","4","SR","DEF1","D-","RE","jayden.m.reese@fakeu.edu"
"4","352834817","Gray","Ivan","UG","4","JR","ABC1","D","RE","ivan.b.gray@fakeu.edu"
"5","834909589","Emerson","Amelia","UG","4","JR","DEF2","B+","RE","amelia.s.emerson@fakeu.edu"
"6","282615328","Wall","Jonathan","UG","4","JR","DEF1","A","RE","jonathan.g.wall@fakeu.edu"
"7","126277682","Riddle","Kevin","UG","4","SO","ABC2","F","RE","kevin.c.riddle@fakeu.edu"
"8","527737207","Lynch","Angelina","UG","4","SO","ABC1","F","RE","angelina.z.lynch@fakeu.edu"
"9","258403587","Webster","Hannah","UG","4","SO","DEF1","F","RE","hannah.d.webster@fakeu.edu"
"10","142561500","Lee","Kimberly","UG","4","SO","DEF2","A","RE","kimberly.v.lee@fakeu.edu"
"11","224321619","Brown","Chloe","UG","4","SO","ABC2","D-","RE","chloe.a.brown@fakeu.edu"
"12","578323156","Sweet","Naomi","UG","4","FR","ABC2","F","RE","naomi.a.sweet@fakeu.edu"
"13","547319392","Hale","Noah","UG","4","SO","ABC2","B+","RE","noah.a.hale@fakeu.edu"
"14","428053996","Norris","Henry","UG","4","FR","ABC2","A","RE","henry.a.norris@fakeu.edu"
"15","398430255","Wilcox","Nathan","UG","4","FR","ABC1","B-","RE","nathan.j.wilcox@fakeu.edu"
"16","431696707","Bryant","Eduardo","UG","4","FR","DEF2","A","RE","eduardo.b.bryant@fakeu.edu"
"17","348368891","Thomas","Alexis","UG","4","SO","ABC2","A","RE","alexis.d.thomas@fakeu.edu"
"18","228150858","Dixon","Stella","UG","4","SO","ABC1","A-","RE","stella.k.dixon@fakeu.edu"
"19","775513622","Hill","Sophia","UG","4","FR","DEF2","B","RE","sophia.c.hill@fakeu.edu"
"20","269238305","Hernandez","Nathan","UG","4","SO","ABC1","A","RE","nathan.m.hernandez@fakeu.edu"
"21","158383679","Barber","Caleb","UG","4","FR","ABC2","A","RE","caleb.l.barber@fakeu.edu"
"22","730911219","Clark","Faith","UG","4","SO","ABC2","A","RE","faith.g.clark@fakeu.edu"
"23","699421421","Morgan","Wyatt","UG","4","FR","ABC1","D-","RE","wyatt.z.morgan@fakeu.edu"
"24","825201152","Wright","Brandon","UG","4","SO","ABC2","A","RE","brandon.j.wright@fakeu.edu"
"25","314850495","Rose","Jorge","UG","4","FR","ABC2","A-","RE","jorge.r.rose@fakeu.edu"
"26","543120950","Love","Claire","UG","4","FR","DEF2","A","RE","claire.e.love@fakeu.edu"
"27","676372155","Gamble","Ian","UG","4","FR","ABC1","A","RE","ian.n.gamble@fakeu.edu"
"28","922966967","Mccormick","Angelina","UG","4","FR","DEF2","C","RE","angelina.e.mccormick@fakeu.edu"
"29","869976886","Raymond","Valerie","UG","4","SO","ABC1","B+","RE","valerie.g.raymond@fakeu.edu"
"30","607461597","Turner","Ashley","UG","4","FR","ABC2","A","RE","ashley.g.turner@fakeu.edu"
"31","294395198","Johnson","Xavier","UG","4","SO","DEF2","F","RE","xavier.b.johnson@fakeu.edu"
"32","260761424","Hall","Camila","UG","4","FR","ABC2","B+","RE","camila.i.hall@fakeu.edu"
"33","635943668","Robinson","Isaac","UG","4","SO","ABC1","F","RE","isaac.g.robinson@fakeu.edu"
"34","588940069","Clark","Christian","UG","4","FR","DEF2","F","RE","christian.g.clark@fakeu.edu"
"35","654687217","Jackson","Jayden","UG","4","SR","O224","A","RE","jayden.j.jackson@fakeu.edu"
"36","312081328","Russell","Adam","UG","4","SR","O224","A","RE","adam.s.russell@fakeu.edu"
"37","744084973","Haney","Anthony","UG","4","SO","O225","B+","RE","anthony.z.haney@fakeu.edu"
"38","937381095","Cote","Daniel","UG","4","SR","O232","F","RE","daniel.j.cote@fakeu.edu"
"39","466708960","Howard","Michael","UG","4","JR","O283","C-","RE","michael.a.howard@fakeu.edu"
"40","902157112","Robinson","Andrew","UG","4","SO","OT26","A","RE","andrew.b.robinson@fakeu.edu"
"41","405155934","Griffith","Aiden","UG","4","SO","DEF2","C","RE","aiden.l.griffith@fakeu.edu"
"42","859493984","Carter","Arianna","UG","4","JR","DEF1","F","RE","arianna.a.carter@fakeu.edu"
"43","759832440","Morse","Andrea","UG","4","JR","O232","F","RE","andrea.n.morse@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"10123","201201","ABC","107","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Victoria M.","Discussion","F","8:00 AM - 8:50 AM","MB3","1062"
"","Lecture","MWF","11:00 AM - 11:50 AM","LH5","14"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","118752294","Bowman","Jasmine","UG","4","JR","ABC1","B+","RE","jasmine.j.bowman@fakeu.edu"
"2","247725876","Hughes","Melissa","UG","4","SO","ABC1","A+","RE","melissa.a.hughes@fakeu.edu"
"3","928803971","Brooks","Gianna","UG","4","SO","ABC1","A-","RE","gianna.v.brooks@fakeu.edu"
"4","358287697","Hudson","Elizabeth","UG","4","SO","ABC1","B-","RE","elizabeth.d.hudson@fakeu.edu"
"5","878856862","Nielsen","Adrian","UG","4","SO","ABC1","B-","RE","adrian.n.nielsen@fakeu.edu"
"6","632413861","Barnett","Andrea","UG","4","SR","OT39","C+","RE","andrea.c.barnett@fakeu.edu"
"7","863635090","Doyle","Jacob","UG","4","SR","OT62","A+","RE","jacob.g.doyle@fakeu.edu"
"8","741946176","Watson","Jesus","UG","4","SR","O224","C-","RE","jesus.l.watson@fakeu.edu"
"9","862650773","Slater","Liliana","UG","4","SO","OT62","D","RE","liliana.r.slater@fakeu.edu"
"10","161278383","Johnson","Mason","UG","4","JR","ABC1","B","RE","mason.e.johnson1@fakeu.edu"
"11","494762459","Thompson","Brianna","UG","4","JR","ABC1","D","RE","brianna.i.thompson@fakeu.edu"
"12","948147269","Smith","Isaiah","UG","4","SR","O103","A+","RE","isaiah.s.smith1@fakeu.edu"
"13","206520539","Jones","Melissa","UG","4","JR","ABC1","A","RE","melissa.l.jones@fakeu.edu"
"14","506807064","Nelson","Julian","UG","4","JR","ABC1","A","RE","julian.c.nelson@fakeu.edu"
"15","865611465","Bennett","Mateo","UG","4","SR","OT42","A-","RE","mateo.b.bennett@fakeu.edu"
"16","699494444","Thompson","Matthew","UG","4","JR","ABC2","A+","RE","matthew.l.thompson@fakeu.edu"
"17","378302698","Stephens","Alexander","UG","4","SO","ABC1","A","RE","alexander.x.stephens@fakeu.edu"
"18","976406081","Wright","Nicholas","UG","4","SO","ABC2","A-","RE","nicholas.a.wright@fakeu.edu"
"19","703647711","Cummings","Stella","UG","4","SR","ABC1","A+","RE","stella.m.cummings@fakeu.edu"
"20","952582507","Ramirez","Elias","UG","4","SO","ABC1","B-","RE","elias.s.ramirez@fakeu.edu"
"21","653310212","Warner","Charlotte","UG","4","SR","OTH8","F","RE","charlotte.a.warner@fakeu.edu"
"22","275479330","Parks","Xavier","UG","4","SO","DEF1","A","RE","xavier.z.parks@fakeu.edu"
"23","309406573","Holloway","Emma","UG","4","JR","ABC1","F","RE","emma.e.holloway@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"57578","201201","ABC","107","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Victoria M.","Lecture","MWF","11:00 AM - 11:50 AM","LH5","14"
"","Discussion","M","5:10 PM - 6:00 PM","LH1","110"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","566934238","Martin","Avery","UG","4","SR","DEF2","B-","RE","avery.b.martin@fakeu.edu"
"2","463798947","Johnson","Michelle","UG","4","SR","ABC1","A+","RE","michelle.l.johnson@fakeu.edu"
"3","632076118","Simmons","Michelle","UG","4","SR","ABC1","A+","RE","michelle.d.simmons@fakeu.edu"
"4","490744247","Alford","Andres","UG","4","JR","ABC1","F","RE","andres.s.alford@fakeu.edu"
"5","296316148","Sullivan","Logan","UG","4","JR","ABC1","B-","RE","logan.d.sullivan@fakeu.edu"
"6","214729754","Hall","Adrian","UG","4","JR","ABC1","A-","RE","adrian.a.hall@fakeu.edu"
"7","306073203","Wilson","Gael","UG","4","JR","ABC1","F","RE","gael.l.wilson@fakeu.edu"
"8","262252251","Hicks","Isaac","UG","4","JR","ABC1","B+","RE","isaac.m.hicks@fakeu.edu"
"9","328880695","Stone","Carlos","UG","4","JR","ABC2","A-","RE","carlos.n.stone@fakeu.edu"
"10","155795946","Shelton","Julian","UG","4","JR","ABC1","A","RE","julian.s.shelton@fakeu.edu"
"11","852670419","Rodriguez","Thomas","UG","4","JR","ABC2","A+","RE","thomas.a.rodriguez@fakeu.edu"
"12","596792375","Webb","Alexandra","UG","4","JR","OTH8","C","RE","alexandra.c.webb@fakeu.edu"
"13","211065153","Jones","James","UG","4","JR","ABC1","A-","RE","james.a.jones2@fakeu.edu"
"14","249557830","Fuller","Abigail","UG","4","JR","ABC1","A+","RE","abigail.a.fuller@fakeu.edu"
"15","966076606","Hall","Sophia","UG","4","SO","ABC2","A+","RE","sophia.f.hall@fakeu.edu"
"16","616209657","Carter","Alan","UG","4","JR","ABC1","A-","RE","alan.a.carter@fakeu.edu"
"17","753684596","Vasquez","Dominic","UG","4","SO","ABC2","C+","RE","dominic.l.vasquez@fakeu.edu"
"18","117249536","Johnston","Zoe","UG","4","JR","ABC1","C+","RE","zoe.l.johnston@fakeu.edu"
