"5","553858474","Walsh","Nicole","UG","4","SO","ABC1","B+","RE","nicole.v.walsh@fakeu.edu"
"6","627074144","Ortega","Delilah","UG","4","FR","ABC2","B+","RE","delilah.j.ortega@fakeu.edu"
"7","833342466","Collier","Sofia","UG","4","SO","DEF1","A","RE","sofia.s.collier@fakeu.edu"
"8","968177349","Clark","Melody","UG","4","FR","DEF1","A","RE","melody.j.clark@fakeu.edu"
"9","781290984","Snow","Julian","UG","4","SO","DEF2","A","RE","julian.o.snow@fakeu.edu"
"10","731882449","Chapman","Matthew","UG","4","SO","DEF2","F","RE","matthew.s.chapman@fakeu.edu"
"11","263305292","Green","Jacob","UG","4","SO","ABC1","A","RE","jacob.a.green@fakeu.edu"
"12","136915208","Davis","Levi","UG","4","SO","DEF2","A","RE","levi.h.davis@fakeu.edu"
"13","409123855","Buchanan","James","UG","4","FR","DEF2","Y","RE","james.a.buchanan@fakeu.edu"
"14","357234653","Kennedy","Isaiah","UG","4","FR","ABC2","Y","RE","isaiah.h.kennedy@fakeu.edu"
"15","166136380","Glover","Nathan","UG","4","SO","ABC2","B","RE","nathan.j.glover@fakeu.edu"
"16","687428417","Horn","Jessica","UG","4","SO","ABC1","B","RE","jessica.a.horn@fakeu.edu"
"17","661909396","White","Ethan","UG","4","SO","ABC2","A-","RE","ethan.a.white1@fakeu.edu"
"18","396514677","Cole","Jordan","UG","4","SO","DEF1","A","RE","jordan.j.cole@fakeu.edu"
"19","401337598","Allen","Christopher","UG","4","SO","DEF2","A","RE","christopher.d.allen@fakeu.edu"
"20","935382714","Smith","Jacob","UG","4","SO","OT16","B-","RE","jacob.m.smith@fakeu.edu"
"21","740094801","Valentine","Natalie","UG","4","SR","O223","A","RE","natalie.a.valentine@fakeu.edu"
"22","953288464","Walker","Delilah","UG","4","SR","O223","A-","RE","delilah.a.walker@fakeu.edu"
"23","491217248","Cruz","Emily","UG","4","SR","O223","B-","RE","emily.d.cruz@fakeu.edu"
"24","489001453","Thomas","Nathan","UG","4","SR","O223","C-","RE","nathan.r.thomas@fakeu.edu"
"25","382210778","Short","Jeremiah","UG","4","SR","O174","B+","RE","jeremiah.a.short@fakeu.edu"
"26","343294977","Turner","Ethan","UG","4","SR","O238","A","RE","ethan.m.turner@fakeu.edu"
"27","255964009","Gray","Levi","UG","4","JR","OT21","D","RE","levi.l.gray@fakeu.edu"
"28","407941112","Bailey","Anthony","UG","4","SR","O244","C+","RE","anthony.e.bailey@fakeu.edu"
"29","462295653","Dickson","Daniel","UG","4","SO","O244","B","RE","daniel.d.dickson@fakeu.edu"
"30","438803005","Wyatt","Abigail","UG","4","SO","O257","B+","RE","abigail.h.wyatt@fakeu.edu"
"31","992340394","Mcdaniel","Andrea","UG","4","FR","O223","A","RE","andrea.a.mcdaniel@fakeu.edu"
"32","611671020","Malone","Ayden","UG","4","SO","O282","A","RE","ayden.a.malone@fakeu.edu"
"33","757177630","Cook","Sofia","UG","4","FR","OT16","Y","RE","sofia.n.cook@fakeu.edu"
"34","478005485","Davenport","Nathan","UG","4","SO","O232","A","RE","nathan.s.davenport@fakeu.edu"
"35","490424533","Price","Eva","UG","4","SO","O237","F","RE","eva.a.price@fakeu.edu"
"36","406718474","Williams","Nathan","UG","4","JR","O244","A-","RE","nathan.n.williams@fakeu.edu"
"37","940558603","Monroe","Dominic","GR","4","D1","DEFG","Y","RE","dominic.a.monroe@fakeu.edu"
"38","608727599","Daniels","Logan","UG","4","SR","OT39","Y","RE","logan.j.daniels@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"63648","201203","ABC","106","5","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Diaz, Michelle H.","Lecture","MWF","9:00 AM - 9:50 AM","TB2","110"
"","Discussion","R","11:00 AM - 11:50 AM","TB3","111"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","784932526","Meadows","Oliver","UG","4","JR","ABC2","B-","RE","oliver.w.meadows@fakeu.edu"
"2","325230139","Leblanc","Mateo","UG","4","SO","ABC1","A+","RE","mateo.k.leblanc@fakeu.edu"
"3","688968615","Taylor","Alexander","UG","4","SO","DEF2","A","RE","alexander.s.taylor@fakeu.edu"
"4","684616352","Tucker","Anthony","UG","4","SO","DEF2","Y","RE","anthony.j.tucker@fakeu.edu"
"5","197612173","Fleming","Stella","UG","4","SO","ABC1","A","RE","stella.j.fleming@fakeu.edu"
"6","893627429","Kelly","Angelina","UG","4","FR","ABC2","B","RE","angelina.n.kelly@fakeu.edu"
"7","207582751","Walter","Santiago","UG","4","FR","ABC1","D-","RE","santiago.j.walter@fakeu.edu"
"8","172958950","Campbell","Leah","UG","4","SO","ABC2","B+","RE","leah.e.campbell@fakeu.edu"
"9","667414107","Cole","Samuel","UG","4","SO","ABC2","A-","RE","samuel.s.cole@fakeu.edu"
"10","292930109","Hess","Jesus","UG","4","FR","DEF2","A","RE","jesus.m.hess@fakeu.edu"
"11","873742922","Gomez","Evelyn","UG","4","SR","ABC2","A-","RE","evelyn.s.gomez@fakeu.edu"
"12","520483105","Smith","Jocelyn","GR","4","GM","DEFG","B+","RE","jocelyn.s.smith@fakeu.edu"
"13","757242864","Ward","Jackson","UG","4","SO","O225","A","RE","jackson.i.ward@fakeu.edu"
"14","489982914","Johnson","Elijah","UG","4","SR","O224","A","RE","elijah.s.johnson1@fakeu.edu"
"15","541144969","Ellison","Joshua","UG","4","SR","O223","C","RE","joshua.l.ellison@fakeu.edu"
"16","669460862","Turner","Ella","UG","4","SR","O223","C","RE","ella.n.turner@fakeu.edu"
"17","788686149","Moreno","Zachary","UG","4","SR","O160","F","RE","zachary.e.moreno@fakeu.edu"
"18","533725258","Thompson","Jason","UG","4","JR","DEF2","F","RE","jason.j.thompson@fakeu.edu"
"19","889776468","Flores","Olivia","UG","4","SR","O174","A","RE","olivia.k.flores@fakeu.edu"
"20","605160668","Soto","Emma","UG","4","SR","O224","B","RE","emma.j.soto@fakeu.edu"
"21","981516460","Harris","Scarlett","UG","4","SO","O223","C+","RE","scarlett.m.harris@fakeu.edu"
"22","334472938","Jones","Victoria","UG","4","JR","OT16","A","RE","victoria.b.jones1@fakeu.edu"
"23","232933831","Gray","Olivia","UG","4","SO","OT21","D+","RE","olivia.w.gray@fakeu.edu"
"24","668675682","Rodriguez","Leah","UG","4","SO","OTH7","A-","RE","leah.j.rodriguez@fakeu.edu"
"25","560677485","Robinson","Matthew","UG","4","FR","O223","A","RE","matthew.a.robinson@fakeu.edu"
"26","586442645","Peterson","Sophia","UG","4","SO","OT35","A","RE","sophia.a.peterson@fakeu.edu"
"27","270744486","Martin","Nicholas","UG","4","JR","OT39","A","RE","nicholas.s.martin@fakeu.edu"
"28","724590665","Baker","Matthew","UG","4","SO","OT41","A-","RE","matthew.a.baker@fakeu.edu"
"29","540508605","Whitfield","Victoria","UG","4","SO","OTH7","F","RE","victoria.d.whitfield@fakeu.edu"
"30","394284184","Hancock","Xavier","UG","4","FR","OT39","A-","RE","xavier.a.hancock@fakeu.edu"
"31","712876261","Parrish","Matthew","UG","4","JR","ABC2","B-","RE","matthew.c.parrish@fakeu.edu"
"32","500975019","Wright","Gavin","UG","4","SO","OT16","B+","RE","gavin.a.wright@fakeu.edu"
"33","823772884","Davis","Sophia","UG","4","SO","OT25","B","RE","sophia.a.davis1@fakeu.edu"
"34","198177925","Nolan","Sophie","UG","4","SO","DEF1","B","RE","sophie.s.nolan@fakeu.edu"
"35","793429707","Griffin","Alejandro","UG","4","JR","O277","Y","RE","alejandro.z.griffin@fakeu.edu"
"36","835270515","Waller","Andrew","UG","4","SR","ABC1","F","RE","andrew.c.waller@fakeu.edu"
"37","527737207","Lynch","Angelina","UG","4","SO","ABC1","A-","RE","angelina.z.lynch@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"72925","201203","ABC","107","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Victoria M.","Lecture","MWF","1:10 PM - 2:00 PM","LH4","45"
"","Discussion","F","3:10 PM - 4:00 PM","LH5","2"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","679725577","Bates","Mia","UG","4","SR","ABC1","D","RE","mia.j.bates@fakeu.edu"
"2","456428597","Nelson","Joshua","UG","4","JR","ABC1","A","RE","joshua.g.nelson@fakeu.edu"
"3","932942579","Chase","Justin","UG","4","JR","ABC1","A","RE","justin.a.chase@fakeu.edu"
"4","533492016","Holt","David","UG","4","JR","ABC1","B","RE","david.m.holt@fakeu.edu"
"5","873742922","Gomez","Evelyn","UG","4","SR","ABC2","B-","RE","evelyn.s.gomez@fakeu.edu"
"6","945915469","Russell","Joseph","UG","4","JR","ABC1","C","RE","joseph.e.russell@fakeu.edu"
"7","492957249","Mendoza","Arianna","UG","4","JR","ABC2","C+","RE","arianna.l.mendoza@fakeu.edu"
"8","747599282","Phelps","Zachary","UG","4","SR","ABC2","D-","RE","zachary.e.phelps@fakeu.edu"
"9","111887214","Jackson","Eva","UG","4","JR","ABC1","A-","RE","eva.m.jackson@fakeu.edu"
"10","834484895","Lee","Anthony","UG","4","JR","DEF2","B+","RE","anthony.g.lee@fakeu.edu"
"11","796219759","Dyer","Giselle","UG","4","JR","ABC1","A","RE","giselle.c.dyer@fakeu.edu"
"12","145984504","Bailey","Daniel","UG","4","FR","ABC1","Y","RE","daniel.y.bailey@fakeu.edu"
"13","783022922","Cook","Liam","UG","4","JR","ABC2","A","RE","liam.d.cook@fakeu.edu"
"14","236685047","Pruitt","Isaac","UG","4","JR","ABC1","A-","RE","isaac.p.pruitt@fakeu.edu"
"15","396926186","Adkins","Stella","UG","4","SO","ABC1","B","RE","stella.e.adkins@fakeu.edu"
"16","469954107","Ellis","Thomas","UG","4","SO","ABC2","A","RE","thomas.m.ellis@fakeu.edu"
"17","918279188","Baker","Hannah","UG","4","JR","ABC1","A","RE","hannah.a.baker@fakeu.edu"
"18","802533346","Perry","Ximena","UG","4","SO","ABC1","C","RE","ximena.a.perry@fakeu.edu"
"19","639191367","Wall","Olivia","UG","4","FR","ABC1","Y","RE","olivia.m.wall@fakeu.edu"
"20","808590043","Kirkland","Jason","UG","4","SO","ABC2","B+","RE","jason.b.kirkland@fakeu.edu"
"21","712450865","Garcia","Dylan","UG","4","JR","ABC1","F","RE","dylan.m.garcia@fakeu.edu"
"22","515177515","Boyd","Mateo","UG","4","SR","O224","A","RE","mateo.k.boyd@fakeu.edu"
"23","598757947","Hobbs","Ryan","UG","4","SR","O225","D","RE","ryan.a.hobbs1@fakeu.edu"
"24","239763519","Ray","Ivan","UG","4","SR","O278","C+","RE","ivan.k.ray@fakeu.edu"
"25","566391989","Ramsey","Lucas","UG","4","SR","ABC1","B-","RE","lucas.c.ramsey@fakeu.edu"
"26","849169536","Bradley","Sebastian","UG","4","JR","ABC1","B+","RE","sebastian.g.bradley@fakeu.edu"
"27","551774030","Jones","Ayden","UG","4","JR","OTH8","A-","RE","ayden.i.jones@fakeu.edu"
"28","664118074","Mitchell","Ava","UG","4","JR","OTH8","B","RE","ava.a.mitchell1@fakeu.edu"
"29","824564939","Harvey","Jacob","UG","4","SR","OTH7","A","RE","jacob.k.harvey@fakeu.edu"
"30","775646400","Rodriguez","Julia","UG","4","SO","O239","A-","RE","julia.a.rodriguez@fakeu.edu"
"31","155160437","Ballard","Sebastian","UG","4","JR","OT42","F","RE","sebastian.b.ballard@fakeu.edu"
"32","842498097","Maxwell","Gianna","UG","4","SO","O232","A-","RE","gianna.e.maxwell@fakeu.edu"
"33","753612331","Vance","Jesse","UG","4","JR","ABC1","C+","RE","jesse.w.vance@fakeu.edu"
"34","877098801","Estes","Eli","UG","4","JR","OT16","A","RE","eli.g.estes@fakeu.edu"
"35","170758861","Castillo","Mateo","UG","4","SO","ABC2","A","RE","mateo.t.castillo@fakeu.edu"
"36","887063123","Campbell","Alan","UG","4","SR","ABC1","C","RE","alan.j.campbell@fakeu.edu"
"37","838563421","Hunter","Natalie","UG","4","JR","OT26","B","RE","natalie.r.hunter@fakeu.edu"
"38","473589881","Parker","Noah","UG","4","SO","ABC1","D+","RE","noah.i.parker@fakeu.edu"
"39","549947750","Patrick","Samantha","UG","4","SR","OT35","A-","RE","samantha.b.patrick@fakeu.edu"
"40","105621516","Gomez","Jacob","UG","4","SR","OTH6","B","RE","jacob.a.gomez@fakeu.edu"
"41","738864036","Harris","Jose","UG","4","JR","OT26","F","RE","jose.c.harris@fakeu.edu"
"42","850783211","Knight","Daniel","GR","4","GM","DEFG","A","RE","daniel.e.knight@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"26153","201203","ABC","107","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Victoria M.","Lecture","MWF","1:10 PM - 2:00 PM","LH4","45"
"","Discussion","M","5:10 PM - 6:00 PM","MB3","1082"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","437105684","Lee","Adam","UG","4","SR","ABC2","D-","RE","adam.a.lee@fakeu.edu"
"2","926426344","Hayden","Dylan","UG","4","SR","ABC1","B+","RE","dylan.r.hayden@fakeu.edu"
"3","156622028","Campbell","Carlos","UG","4","SO","ABC1","A","RE","carlos.c.campbell@fakeu.edu"
"4","504555061","Walker","Bella","UG","4","SO","ABC2","A+","RE","bella.b.walker@fakeu.edu"
"5","448409818","Smith","Katherine","UG","4","SO","ABC2","A","RE","katherine.a.smith@fakeu.edu"
"6","645756048","Taylor","Mason","UG","4","JR","ABC1","C","RE","mason.l.taylor@fakeu.edu"
"7","492260006","Reed","Valentina","UG","4","JR","ABC1","C+","RE","valentina.b.reed@fakeu.edu"
"8","504442305","Barton","Zoey","UG","4","SO","ABC2","A+","RE","zoey.e.barton@fakeu.edu"
"9","474827588","Young","Natalie","UG","4","JR","ABC2","C+","RE","natalie.m.young@fakeu.edu"
"10","745578571","Hawkins","Vincent","UG","4","JR","ABC1","B-","RE","vincent.n.hawkins@fakeu.edu"
"11","344688548","Santiago","Chloe","UG","4","SO","ABC1","A-","RE","chloe.j.santiago@fakeu.edu"
"12","415520646","Blake","Lucas","UG","4","SO","ABC2","A","RE","lucas.d.blake@fakeu.edu"
"13","120180624","Williams","Angel","UG","4","JR","ABC2","D+","RE","angel.l.williams1@fakeu.edu"
"14","616547273","Smith","Emma","UG","4","SO","ABC2","A","RE","emma.i.smith@fakeu.edu"
"15","869976886","Raymond","Valerie","UG","4","SO","ABC1","B+","RE","valerie.g.raymond@fakeu.edu"
"16","676432393","Henson","Brianna","UG","4","SO","ABC1","C+","RE","brianna.b.henson@fakeu.edu"
"17","112625964","Snider","Olivia","UG","4","SO","DEF2","A","RE","olivia.a.snider@fakeu.edu"
"18","269238305","Hernandez","Nathan","UG","4","SO","ABC1","A-","RE","nathan.m.hernandez@fakeu.edu"
"19","731468943","Savage","Harper","UG","4","SO","ABC1","A+","RE","harper.b.savage@fakeu.edu"
"20","459189656","Taylor","Olivia","UG","4","JR","ABC1","C-","RE","olivia.l.taylor@fakeu.edu"
"21","292862758","Simmons","Thomas","UG","4","FR","ABC2","A-","RE","thomas.r.simmons@fakeu.edu"
"22","149959631","Davis","Victoria","UG","4","FR","ABC2","A","RE","victoria.s.davis@fakeu.edu"
"23","966845781","Murray","Xavier","UG","4","JR","ABC2","B+","RE","xavier.i.murray@fakeu.edu"
"24","139264467","Bailey","Benjamin","UG","4","JR","ABC1","C+","RE","benjamin.k.bailey@fakeu.edu"
"25","354023683","Heath","Aiden","UG","4","JR","DEF1","B","RE","aiden.o.heath@fakeu.edu"
"26","555611212","Montoya","Jesse","UG","4","JR","ABC1","A-","RE","jesse.e.montoya@fakeu.edu"
"27","782758765","Hubbard","Mason","UG","4","JR","ABC1","A+","RE","mason.a.hubbard@fakeu.edu"
"28","902157112","Robinson","Andrew","UG","4","SO","ABC1","A+","RE","andrew.b.robinson@fakeu.edu"
"29","945023018","Spears","Robert","UG","4","SO","ABC1","C-","RE","robert.d.spears@fakeu.edu"
"30","507579059","Morrison","Angel","UG","4","SO","ABC1","C+","RE","angel.v.morrison@fakeu.edu"
"31","228150858","Dixon","Stella","UG","4","SO","ABC1","A","RE","stella.k.dixon@fakeu.edu"
"32","165893784","Cooper","William","UG","4","SO","O282","A","RE","william.b.cooper@fakeu.edu"
"33","142548657","Moore","Maria","UG","4","SO","OTH7","A","RE","maria.s.moore@fakeu.edu"
"34","431696707","Bryant","Eduardo","UG","4","SO","DEF2","Y","RE","eduardo.b.bryant@fakeu.edu"
"35","805821243","Copeland","Mia","UG","4","JR","ABC2","C","RE","mia.m.copeland@fakeu.edu"
"36","862650773","Slater","Liliana","UG","4","JR","OT62","D","RE","liliana.r.slater@fakeu.edu"
"37","418517825","Wilcox","Daniel","UG","4","SR","OTH8","F","RE","daniel.j.wilcox@fakeu.edu"
"38","414881399","Rivera","Jonathan","UG","4","SO","ABC1","A","RE","jonathan.b.rivera@fakeu.edu"
"39","252538182","Flowers","Jonathan","UG","4","SO","ABC2","D-","RE","jonathan.u.flowers@fakeu.edu"
"40","747305645","Moore","Matthew","UG","4","SR","OTH7","F","RE","matthew.j.moore@fakeu.edu"
"41","331398597","Padilla","Logan","UG","4","JR","OT39","C-","RE","logan.o.padilla@fakeu.edu"
"42","324665517","Willis","Isaac","UG","4","SR","ABC1","B+","RE","isaac.a.willis@fakeu.edu"
"43","486367675","Osborne","Emily","UG","4","SR","OT62","A-","RE","emily.e.osborne@fakeu.edu"
"44","605713822","Brown","Kaylee","UG","4","JR","OT35","B","RE","kaylee.j.brown@fakeu.edu"
"45","864611466","Gross","Eduardo","UG","4","FR","ABC2","B+","RE","eduardo.j.gross@fakeu.edu"
"46","162397728","Hayes","Victoria","UG","4","SO","ABC2","B-","RE","victoria.s.hayes@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"72724","201203","ABC","107","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Victoria M.","Lecture","MWF","1:10 PM - 2:00 PM","LH4","45"
"","Discussion","R","2:10 PM - 3:00 PM","LH1","66"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","659109350","Anderson","Connor","UG","4","JR","ABC1","A","RE","connor.d.anderson@fakeu.edu"
"2","338527177","Parker","Sofia","UG","4","JR","ABC1","A","RE","sofia.s.parker@fakeu.edu"
"3","311206733","Carson","Anthony","UG","4","JR","ABC1","Y","RE","anthony.r.carson@fakeu.edu"
"4","852714122","Howard","Damian","UG","4","JR","ABC1","B","RE","damian.k.howard@fakeu.edu"
"5","494610548","Taylor","Isabella","UG","4","JR","ABC1","B-","RE","isabella.h.taylor@fakeu.edu"
"6","457778067","Perez","Jesus","UG","4","JR","ABC1","Y","RE","jesus.i.perez@fakeu.edu"
"7","165077610","Hendricks","Jose","UG","4","JR","ABC1","A","RE","jose.j.hendricks@fakeu.edu"
"8","384031939","Davis","Diego","UG","4","JR","ABC2","C-","RE","diego.j.davis@fakeu.edu"
"9","485593555","Hernandez","Isabella","UG","4","JR","ABC1","C-","RE","isabella.c.hernandez1@fakeu.edu"
"10","481829749","Reid","Christian","UG","4","SO","ABC2","B-","RE","christian.l.reid@fakeu.edu"
"11","597664024","Martin","Michael","UG","4","SO","DEF2","A","RE","michael.m.martin@fakeu.edu"
"12","215690920","Hill","Aiden","UG","4","JR","ABC2","C","RE","aiden.r.hill@fakeu.edu"
"13","195290291","Savage","Noah","UG","4","SO","DEF2","B","RE","noah.a.savage@fakeu.edu"
"14","936544713","Holmes","Michael","UG","4","SO","ABC1","A","RE","michael.d.holmes@fakeu.edu"
"15","800721270","Wilcox","Jayden","UG","4","SO","ABC1","B","RE","jayden.j.wilcox@fakeu.edu"
"16","975800228","Kinney","Logan","UG","4","SO","ABC1","D+","RE","logan.j.kinney@fakeu.edu"
"17","565582548","Burt","Adam","UG","4","JR","ABC1","C","RE","adam.j.burt@fakeu.edu"
"18","738169740","Jones","Arianna","UG","4","SO","ABC1","A-","RE","arianna.j.jones@fakeu.edu"
"19","810725694","Humphrey","Daniel","UG","4","FR","DEF2","A-","RE","daniel.j.humphrey@fakeu.edu"
"20","314850495","Rose","Jorge","UG","4","FR","ABC2","D-","RE","jorge.r.rose@fakeu.edu"
"21","158383679","Barber","Caleb","UG","4","FR","ABC2","A-","RE","caleb.l.barber@fakeu.edu"
"22","852164650","Rivera","Alejandro","UG","4","FR","ABC2","B+","RE","alejandro.m.rivera@fakeu.edu"
"23","428053996","Norris","Henry","UG","4","FR","ABC2","A","RE","henry.a.norris@fakeu.edu"
"24","262627130","Johnson","Daniel","UG","4","SO","ABC1","A","RE","daniel.a.johnson2@fakeu.edu"
"25","398430255","Wilcox","Nathan","UG","4","FR","ABC1","B","RE","nathan.j.wilcox@fakeu.edu"
"26","775513622","Hill","Sophia","UG","4","FR","DEF2","A","RE","sophia.c.hill@fakeu.edu"
"27","677191305","Cohen","Jonathan","UG","4","JR","DEF2","A","RE","jonathan.i.cohen@fakeu.edu"
"28","731972286","Ingram","Jorge","UG","4","FR","ABC2","A+","RE","jorge.j.ingram@fakeu.edu"
"29","146086423","Kane","Ella","UG","4","FR","ABC2","B","RE","ella.m.kane@fakeu.edu"
"30","578323156","Sweet","Naomi","UG","4","FR","ABC2","D+","RE","naomi.a.sweet@fakeu.edu"
"31","678847275","Jones","Gabriel","UG","4","JR","ABC1","D-","RE","gabriel.j.jones@fakeu.edu"
"32","348368891","Thomas","Alexis","UG","4","SO","ABC2","A","RE","alexis.d.thomas@fakeu.edu"
"33","543120950","Love","Claire","UG","4","FR","ABC1","A","RE","claire.e.love@fakeu.edu"
"34","669227706","Matthews","Angel","UG","4","FR","ABC2","A+","RE","angel.j.matthews@fakeu.edu"
"35","548841493","Bennett","Kaylee","UG","4","SO","ABC1","A-","RE","kaylee.j.bennett@fakeu.edu"
"36","898111709","Barron","Melanie","UG","4","FR","ABC1","C-","RE","melanie.l.barron@fakeu.edu"
"37","287723681","Lloyd","Bryan","UG","4","JR","O237","B+","RE","bryan.e.lloyd@fakeu.edu"
"38","371318468","West","Aiden","UG","4","JR","OT68","B+","RE","aiden.g.west@fakeu.edu"
"39","328295954","Duncan","Matthew","UG","4","JR","OT37","B-","RE","matthew.s.duncan@fakeu.edu"
"40","861658590","Edwards","Alan","UG","4","FR","O225","A","RE","alan.a.edwards@fakeu.edu"
"41","159011875","Rodgers","Elijah","UG","4","FR","ABC1","A-","RE","elijah.e.rodgers@fakeu.edu"
"42","168773759","Bennett","Evelyn","UG","4","SO","ABC1","D+","RE","evelyn.a.bennett@fakeu.edu"
"43","565984340","Jackson","Riley","UG","4","SR","OTH8","F","RE","riley.l.jackson@fakeu.edu"
"44","553687262","Randall","Jordan","UG","4","JR","ABC2","B-","RE","jordan.s.randall@fakeu.edu"
"45","941910909","Bradford","Elizabeth","UG","4","JR","O223","B+","RE","elizabeth.d.bradford@fakeu.edu"
"46","722651097","Carter","Sophia","UG","4","JR","ABC1","A-","RE","sophia.d.carter@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
